u,v,key,osmid,highway,maxspeed,oneway,ref,reversed,length,lanes,name,width,junction,access,service,bridge,geometry
1130841548,6640642462,0,97675053,tertiary,30,True,,False,6.388145298325793,,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0220248 41.3176403, 2.0220066 41.3176961)"
1130841549,8044470341,0,97675053,tertiary,30,True,,False,10.695939358795936,,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0219489 41.317884, 2.0219133 41.3179764)"
1130841550,1131425395,0,97675053,tertiary,30,True,,False,9.882738866231534,,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0217008 41.3184443, 2.0216498 41.3185245)"
1130841551,10093113847,0,97675053,tertiary,30,True,,False,11.4556093722707,,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0214975 41.3187336, 2.0214124 41.3188144)"
1130841552,9490925632,0,97675053,tertiary,30,True,,False,9.183565035697514,,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0212142 41.3189816, 2.0211411 41.3190433)"
1130841552,9490925631,0,97733818,residential,30,True,,False,17.095833753592057,1,Carrer de Pompeu Fabra,,,,,,"LINESTRING (2.0212142 41.3189816, 2.0210751 41.3188688)"
1130841553,10093113850,0,97675053,tertiary,30,True,,False,15.744357963335656,,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.020952 41.3192247, 2.0208474 41.3193425)"
1130841554,10093113848,0,97675053,tertiary,30,True,,False,16.924649565561683,,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0207707 41.3194414, 2.0206824 41.3195784)"
1130841555,1676387278,0,97675055,tertiary,30,True,,False,9.566164133568881,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0206053 41.319716, 2.0205715 41.3197982)"
1130841556,10093113853,0,97675055,tertiary,30,True,,False,15.017804719572814,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.020475 41.3200614, 2.0204302 41.3201922)"
1130841557,10093113854,0,97675055,tertiary,30,True,,False,6.083020275829732,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0203473 41.3204305, 2.020322 41.3204818)"
1130841558,10093113855,0,97675055,tertiary,30,True,,False,19.22129622061821,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0201013 41.3208959, 2.0200047 41.3210528)"
1130841559,10093113856,0,97675055,tertiary,30,True,,False,17.635798450745877,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0199059 41.3212008, 2.0198042 41.3213398)"
1130841560,1676387272,0,97675055,tertiary,30,True,,False,5.989467829940815,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0195368 41.3216541, 2.019496 41.3216984)"
1130841561,10093113859,0,97675055,tertiary,30,True,,False,5.5862681372482905,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0192557 41.3219369, 2.0192085 41.3219725)"
1130841562,10093113861,0,97675055,tertiary,30,True,,False,5.782791460207171,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.019024 41.3220984, 2.0189689 41.3221299)"
1130841563,9490955851,0,97675296,residential,30,True,,False,12.665457334708112,,Carrer d'Eslida,,,,,,"LINESTRING (2.0187474 41.3222426, 2.0186401 41.3221621)"
1130841563,1676387299,0,567558166,tertiary,30,True,,False,4.548444774754796,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0187474 41.3222426, 2.0187009 41.3222639)"
1130841564,10093113863,0,567558166,tertiary,30,True,,False,18.453451905347517,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0181227 41.3224972, 2.0179288 41.3225768)"
1130841565,10093113865,0,567558166,tertiary,30,True,,False,6.05745459962132,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0177885 41.3226354, 2.0177297 41.3226673)"
1130841566,8044470339,0,567558166,tertiary,30,True,,False,8.174479172895948,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0174962 41.3228099, 2.0174308 41.3228646)"
1130841567,1124981403,0,97106097,tertiary,30,True,,False,2.4588415252776707,,,,roundabout,,,,"LINESTRING (2.0172598 41.3230263, 2.0172804 41.3230421)"
1130882694,8664908627,0,95277282,residential,30,True,,False,31.06840762602479,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0166999 41.3207569, 2.0164259 41.3205679)"
1130882706,1134264292,0,95265027,residential,30,True,,False,60.19851579570759,,Carrer Verge Montserrat,,,,,,"LINESTRING (2.015624 41.3208713, 2.0150842 41.3205125)"
1130882708,1134264305,0,95277282,residential,30,True,,False,59.44002352019675,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0161961 41.3203914, 2.0156838 41.3200203)"
1130882711,8665032514,0,95277283,residential,30,True,,False,29.771982392695097,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.0169097 41.319804, 2.0171741 41.3199836)"
1130882729,1130882731,0,562693914,living_street,30,True,,False,56.901609122193136,1,Carrer de Sant Marià,,,no,,,"LINESTRING (2.0187339 41.3182214, 2.0191094 41.3177944)"
1130882731,1130882733,0,562693914,living_street,30,True,,False,27.24762121356544,1,Carrer de Sant Marià,,,no,,,"LINESTRING (2.0191094 41.3177944, 2.0193454 41.3176252)"
1130882733,1130882734,0,562693914,living_street,30,True,,False,56.20157398949833,1,Carrer de Sant Marià,,,no,,,"LINESTRING (2.0193454 41.3176252, 2.0198347 41.3172782)"
1130898034,1134264316,0,95277283,residential,30,True,,False,47.58061747237055,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.0159956 41.3191457, 2.0163987 41.3194481)"
1130898042,2187129518,0,208418746,residential,30,True,,False,12.70718394644184,,Avinguda de la Fraternitat,,,,,,"LINESTRING (2.0133359 41.3252265, 2.0134617 41.3252908)"
1130898069,1134264324,0,95265027,residential,30,True,,False,114.2843442351297,,Carrer Verge Montserrat,,,,,,"LINESTRING (2.0146608 41.3202432, 2.013621 41.319575)"
1130908708,8664908626,0,95277282,residential,30,True,,False,24.814049418084615,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0142651 41.3190196, 2.0140488 41.3188666)"
1130908709,1187702159,0,102850654,residential,30,True,,False,96.65906222122125,,Carrer Carles Altés,,,,,,"LINESTRING (2.0118726 41.3210746, 2.0126174 41.32174)"
1130908720,1130898034,0,95277283,residential,30,True,,False,37.84345002638599,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.0156575 41.3189191, 2.0159956 41.3191457)"
1131425384,2143335938,0,426722918,living_street,20,True,,False,62.488163801420136,1,Carrer del Pintor Fortuny,,,,,,"LINESTRING (2.0250201 41.3207541, 2.0255427 41.3211563)"
1131425385,11382809942,0,1334525280,living_street,20,True,,False,45.26695748256092,1,,,,,,,"LINESTRING (2.0258302 41.3213676, 2.026205 41.3216617)"
1131425395,10093113846,0,97675053,tertiary,30,True,,False,13.143436395137165,,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0216498 41.3185245, 2.0215755 41.3186287)"
1131425421,9490925644,0,1334525286,living_street,20,True,,False,2.2621165355653727,1,Carrer de Pompeu Fabra,,,,,,"LINESTRING (2.0241896 41.3212177, 2.0241706 41.3212032)"
1131686685,1134264319,0,97772832,residential,30,True,,False,43.5243907094868,,Carrer Sant Antoni,,,,,,"LINESTRING (2.0184303 41.3201177, 2.0180614 41.3198412)"
1131686685,9493760775,0,1029856085,residential,30,False,,True,0.9035681487663351,,Carrer Sant Antoni,,,,,,"LINESTRING (2.0184303 41.3201177, 2.01844 41.3201213)"
1131731004,8044591416,0,98021462,residential,20,True,,False,19.673862727305263,1,Carrer de l'Antiga Riera,,,yes,,,"LINESTRING (2.0203526 41.3170088, 2.0204273 41.316841)"
1134264292,1130898069,0,95265027,residential,30,True,,False,46.3348027111231,,Carrer Verge Montserrat,,,,,,"LINESTRING (2.0150842 41.3205125, 2.0146608 41.3202432)"
1134264293,10209998497,0,539700918,tertiary,30,False,C-245,False,15.017734947755336,4,Avinguda de la Generalitat,12,,,,,"LINESTRING (2.0208817 41.3158088, 2.0209886 41.3159174)"
1134264293,10209998490,0,540512677,tertiary,30,False,C-245,True,19.02013715586592,4,Avinguda de la Generalitat,12,,,,,"LINESTRING (2.0208817 41.3158088, 2.0207434 41.3156729)"
1134264304,1130841538,0,97675052,tertiary,30,True,BV-2003,False,7.948695447776796,1,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0184871 41.3201554, 2.0185687 41.3201186)"
1134264304,9493760776,0,1029856085,residential,30,False,,False,4.288595764769708,,Carrer Sant Antoni,,,,,,"LINESTRING (2.0184871 41.3201554, 2.0184525 41.3201269)"
1134264305,1134264318,0,95277282,residential,30,True,,False,45.72291189047381,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0156838 41.3200203, 2.0152821 41.3197409)"
1134264307,1130882729,0,562693914,living_street,30,True,,False,31.458169378150664,1,Carrer de Sant Marià,,,no,,,"LINESTRING (2.0185189 41.3184537, 2.0187339 41.3182214)"
1134264310,1130841537,0,97675052,tertiary,30,True,BV-2003,False,10.963012200114278,1,Avinguda de Francesc Macià,,,,,,"LINESTRING (2.0178819 41.3205011, 2.0179758 41.3204322)"
1134264314,1130882706,0,95265027,residential,30,True,,False,59.384483657304585,,Carrer Verge Montserrat,,,,,,"LINESTRING (2.0161524 41.3212287, 2.015624 41.3208713)"
1134264315,5971980002,0,97675296,residential,30,True,,False,7.717444845206565,,Carrer d'Eslida,,,,,,"LINESTRING (2.0178276 41.3215621, 2.0177577 41.3215167)"
1134264316,1130882711,0,95277283,residential,30,True,,False,58.20000228245121,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.0163987 41.3194481, 2.0169097 41.319804)"
1134264318,1134266155,0,95277282,residential,30,True,,False,38.46468591120967,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0152821 41.3197409, 2.0149451 41.3195051)"
1134264319,1472990981,0,97772832,residential,30,True,,False,21.26130616216693,,Carrer Sant Antoni,,,,,,"LINESTRING (2.0180614 41.3198412, 2.0178752 41.3197108)"
1134264324,2187130350,0,95265027,residential,30,True,,False,48.02362539055982,,Carrer Verge Montserrat,,,,,,"LINESTRING (2.013621 41.319575, 2.0131894 41.3192896)"
1134264330,1512110744,0,95277286,residential,30,True,,False,45.55270310870485,,Carrer del Canonge Doctor Auguet,,,,,,"LINESTRING (2.0124821 41.3205546, 2.0120692 41.3202869)"
1134264332,1134264330,0,95277286,residential,30,True,,False,111.34500932406635,,Carrer del Canonge Doctor Auguet,,,,,,"LINESTRING (2.0134898 41.3212103, 2.0124821 41.3205546)"
1134266084,8665032515,0,95277283,residential,30,True,,False,51.81266153816564,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.014556 41.3181354, 2.0150076 41.3184549)"
1134266129,1186060828,0,95277282,residential,30,True,,False,75.12368204748982,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0138566 41.3187339, 2.0132039 41.318269)"
1134266155,1134266158,0,95277282,residential,30,True,,False,34.76325706171054,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0149451 41.3195051, 2.0146448 41.3192886)"
1134266158,1130908708,0,95277282,residential,30,True,,False,43.59125437976682,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0146448 41.3192886, 2.0142651 41.3190196)"
1186060828,1108381682,0,95277282,residential,30,True,,False,74.90851019611829,,Carrer Àngel Arañó,,,,,,"LINESTRING (2.0132039 41.318269, 2.0125511 41.317807)"
1187334109,11382854305,0,1116322034,tertiary,30,False,C-245,False,11.34809670181964,3,Avinguda de la Generalitat,,,,,,"LINESTRING (2.0184991 41.313508, 2.0185789 41.3135906)"
1187334109,10210126420,0,1192906934,tertiary,30,False,C-245,True,13.680696974572214,4,,12,,,,,"LINESTRING (2.0184991 41.313508, 2.0184048 41.3134074)"
1187672549,1105149764,0,102848199,residential,30,False,,False,9.816213015186694,,Avinguda del Molí,,,,,,"LINESTRING (2.0148485 41.3219824, 2.0147398 41.3219488)"
1187672549,5345118961,0,102848199,residential,30,False,,True,42.310098705789926,,Avinguda del Molí,,,,,,"LINESTRING (2.0148485 41.3219824, 2.0153204 41.3221209)"
1187672560,1187706670,0,102848199,residential,30,False,,True,4.292809165289869,,Avinguda del Molí,,,,,,"LINESTRING (2.0131094 41.321763, 2.0131603 41.3217684)"
1187702147,1512110715,0,102850654,residential,30,True,,False,89.92028066765022,,Carrer Carles Altés,,,,,,"LINESTRING (2.0083477 41.3185285, 2.0091293 41.3190847)"
1187706670,1187672560,0,102848199,residential,30,False,,False,4.292809165289869,,Avinguda del Molí,,,,,,"LINESTRING (2.0131603 41.3217684, 2.0131094 41.321763)"
1187706670,8711080832,0,102848199,residential,30,False,,True,34.48352094773673,,Avinguda del Molí,,,,,,"LINESTRING (2.0131603 41.3217684, 2.013571 41.3218006)"
1187722456,10210126431,0,1115991584,tertiary,30,False,C-245,False,23.019944664613245,2,Avinguda de la Generalitat,,,,,,"LINESTRING (2.0193541 41.3143258, 2.019523 41.3144894)"
1187722456,8047886035,0,1115991584,tertiary,30,False,C-245,True,11.43902187185469,2,Avinguda de la Generalitat,,,,,,"LINESTRING (2.0193541 41.3143258, 2.019273 41.3142429)"
1188085576,1188131642,0,102878462,residential,30,True,,False,53.60378433641446,,Carrer Pere Sala,,,,,,"LINESTRING (2.0087462 41.3193813, 2.0082871 41.3190444)"
1188085576,1512110737,0,102878466,pedestrian,30,False,,True,103.00605117524006,,Carrer Pere Sala,,,,,,"LINESTRING (2.0087462 41.3193813, 2.0096341 41.3200243)"
1188085605,1512110737,0,102878466,pedestrian,30,False,,False,54.955235742982694,,Carrer Pere Sala,,,,,,"LINESTRING (2.0101036 41.3203706, 2.0096341 41.3200243)"
1188131630,1512110748,0,102850654,residential,30,True,,False,95.8527991679644,,Carrer Carles Altés,,,,,,"LINESTRING (2.0104884 41.3200857, 2.0113047 41.3206917)"
1188131642,1188131652,0,102878462,residential,30,True,,False,36.33135342259357,,Carrer Pere Sala,,,,,,"LINESTRING (2.0082871 41.3190444, 2.0079733 41.3188181)"
1188131652,1188085598,0,102878462,residential,30,True,,False,15.958485459729076,,Carrer Pere Sala,,,,,,"LINESTRING (2.0079733 41.3188181, 2.0078332 41.3187205)"
1191312169,10185494295,0,1116005597,tertiary,30,False,C-245,False,37.17252805989224,4,Carretera de Barcelona,12,,,,,"LINESTRING (2.0276269 41.3213363, 2.0279423 41.3215722)"
1191312169,9490925660,0,1116005597,tertiary,30,False,C-245,True,7.194065211642017,4,Carretera de Barcelona,12,,,,,"LINESTRING (2.0276269 41.3213363, 2.0275687 41.3212886)"
1200024396,9493831779,0,103967429,residential,30,True,,False,14.819460810559601,,Avinguda del Segle XXI,,,,,,"LINESTRING (2.0262886 41.3137538, 2.0261526 41.3136682)"
1200024401,9493831774,0,103967429,residential,30,True,,False,14.467527702899348,,Avinguda del Segle XXI,,,,,,"LINESTRING (2.0251128 41.3130132, 2.0249764 41.312933)"
1200024627,9493831778,0,22818685,residential,30,False,,False,9.624975135141721,,Passeig de la Marina,,,,,,"LINESTRING (2.0263367 41.3138515, 2.0262417 41.3139005)"
1200554661,5971977777,0,98021462,residential,20,True,,False,2.9677928411147176,1,Carrer de l'Antiga Riera,,,yes,,,"LINESTRING (2.0205961 41.3164605, 2.0206052 41.3164347)"
1324749181,1134264293,0,98021462,residential,20,True,,False,18.637539456069966,1,Carrer de l'Antiga Riera,,,yes,,,"LINESTRING (2.0208123 41.3159681, 2.0208817 41.3158088)"
1403500778,5794380682,0,126641591,service,30,False,,False,12.239474848206697,,,,,,parking_aisle,,"LINESTRING (2.0455366 41.2736548, 2.0454264 41.2735823)"
1403500778,5794380680,0,126641591,service,30,False,,True,18.682436239346064,,,,,,parking_aisle,,"LINESTRING (2.0455366 41.2736548, 2.0457272 41.2737426)"
1403500783,5794380680,0,126641591,service,30,False,,False,31.353238012149035,,,,,,parking_aisle,,"LINESTRING (2.046068 41.2738605, 2.0457272 41.2737426)"
1403500783,9507491517,0,126641591,service,30,False,,True,96.63211878832958,,,,,,parking_aisle,,"LINESTRING (2.046068 41.2738605, 2.0471651 41.274135)"
1403500788,9507491517,0,126641591,service,30,False,,False,28.069479669286178,,,,,,parking_aisle,,"LINESTRING (2.0474838 41.2742147, 2.0471651 41.274135)"
1403500788,1403500805,0,126641591,service,30,False,,True,17.532990553289967,,,,,,parking_aisle,,"LINESTRING (2.0474838 41.2742147, 2.0476763 41.2742774)"
1403500805,1403500788,0,126641591,service,30,False,,False,17.532990553289967,,,,,,parking_aisle,,"LINESTRING (2.0476763 41.2742774, 2.0474838 41.2742147)"
1472990981,1134264306,0,97772832,residential,30,True,,False,52.38816003915137,,Carrer Sant Antoni,,,,,,"LINESTRING (2.0178752 41.3197108, 2.0174333 41.3193764)"
1472990982,9493760778,0,95277283,residential,30,True,,False,28.081253432952767,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.0173932 41.3201352, 2.0176364 41.3203096)"
1472993458,1130841567,0,539667089,tertiary,30,True,,False,2.6430794306890086,,,,roundabout,,,,"LINESTRING (2.0172321 41.3230148, 2.0172598 41.3230263)"
1472993459,1472993460,0,97106097,tertiary,30,True,,False,2.8354509665631333,,,,roundabout,,,,"LINESTRING (2.0170903 41.3230833, 2.0170982 41.3230585)"
1472993460,1512110789,0,97106097,tertiary,30,True,,False,2.842824988833005,,,,roundabout,,,,"LINESTRING (2.0170982 41.3230585, 2.0171162 41.3230368)"
1472993461,1124981404,0,97106097,tertiary,30,True,,False,2.458995168079549,,,,roundabout,,,,"LINESTRING (2.0172987 41.3231051, 2.0172887 41.3231259)"
1472993462,1124981405,0,97106097,tertiary,30,True,,False,2.517533243645326,,,,roundabout,,,,"LINESTRING (2.017271 41.3231442, 2.0172471 41.323158)"
1472993465,1472993471,0,97106097,tertiary,30,True,,False,2.8357980152316036,,,,roundabout,,,,"LINESTRING (2.0171298 41.323151, 2.017107 41.3231321)"
1472993466,4379725859,0,97106097,tertiary,30,True,,False,2.5131986116460316,,,,roundabout,,,,"LINESTRING (2.017219 41.3231662, 2.017189 41.323168)"
1472993468,1124981402,0,539667089,tertiary,30,True,,False,2.6443127277314677,,,,roundabout,,,,"LINESTRING (2.0171404 41.3230215, 2.0171696 41.3230123)"
1472993469,1472993458,0,539667089,tertiary,30,True,,False,2.6431787141255416,,,,roundabout,,,,"LINESTRING (2.0172011 41.32301, 2.0172321 41.3230148)"
1472993470,1472993461,0,97106097,tertiary,30,True,,False,2.4514318250376923,,,,roundabout,,,,"LINESTRING (2.0173006 41.3230831, 2.0172987 41.3231051)"
1472993471,1124981407,0,97106097,tertiary,30,True,,False,2.8390197565961,,,,roundabout,,,,"LINESTRING (2.017107 41.3231321, 2.0170934 41.3231087)"
1472993473,1472993470,0,97106097,tertiary,30,True,,False,2.458757142281198,,,,roundabout,,,,"LINESTRING (2.0172943 41.3230615, 2.0173006 41.3230831)"
1472993474,9493735520,0,204331653,tertiary,30,False,BV-2003,False,9.371476422992178,2,Carretera de Sant Climent,,,,,,"LINESTRING (2.0151888 41.3229688, 2.0151202 41.3230355)"
1472993474,9493735518,0,204331653,tertiary,30,False,BV-2003,True,10.450846147145455,2,Carretera de Sant Climent,,,,,,"LINESTRING (2.0151888 41.3229688, 2.0152644 41.3228939)"
1512110626,10210126422,0,1116322034,tertiary,30,False,C-245,True,6.545437259387597,3,Avinguda de la Generalitat,,,,,,"LINESTRING (2.018791 41.3138043, 2.0187421 41.3137583)"
1512110626,10210126425,0,1116322036,tertiary,30,False,C-245,False,11.522006599318715,2,Avinguda de la Generalitat,,,,,,"LINESTRING (2.018791 41.3138043, 2.018903 41.3138648)"
1512110711,4087692906,0,95277286,residential,30,True,,False,43.944930445056585,,Carrer del Canonge Doctor Auguet,,,,,,"LINESTRING (2.0087936 41.3181619, 2.0083934 41.3179053)"
1512110713,1108381685,0,95265027,residential,30,True,,False,61.50742109503216,,Carrer Verge Montserrat,,,,,,"LINESTRING (2.0123812 41.31875, 2.011821 41.3183909)"
1512110715,1512110733,0,102850654,residential,30,True,,False,102.85623471556131,,Carrer Carles Altés,,,,,,"LINESTRING (2.0091293 41.3190847, 2.0100138 41.3197284)"
1512110733,1188131630,0,102850654,residential,30,True,,False,56.119218063527775,,Carrer Carles Altés,,,,,,"LINESTRING (2.0100138 41.3197284, 2.0104884 41.3200857)"
1512110737,1188085576,0,102878466,pedestrian,30,False,,False,103.00605117524006,,Carrer Pere Sala,,,,,,"LINESTRING (2.0096341 41.3200243, 2.0087462 41.3193813)"
1512110737,1188085605,0,102878466,pedestrian,30,False,,True,54.955235742982694,,Carrer Pere Sala,,,,,,"LINESTRING (2.0096341 41.3200243, 2.0101036 41.3203706)"
1512110744,1105149775,0,95277286,residential,30,True,,False,119.31416009747232,,Carrer del Canonge Doctor Auguet,,,,,,"LINESTRING (2.0120692 41.3202869, 2.0109926 41.3195815)"
1512110748,10097377108,0,102850654,residential,30,True,,False,5.964355683656742,,Carrer Carles Altés,,,,,,"LINESTRING (2.0113047 41.3206917, 2.0113754 41.3206993)"
1512110786,5971979996,0,102841119,tertiary,30,False,,False,8.619889981486686,,Avinguda dels Jocs Olímpics,,,,,,"LINESTRING (2.0165592 41.3227675, 2.0164744 41.3227233)"
1512110786,9490955830,0,102841119,tertiary,30,False,,True,44.12333331555094,,Avinguda dels Jocs Olímpics,,,,,,"LINESTRING (2.0165592 41.3227675, 2.0169923 41.3229948)"
1512110789,9490955830,0,102841119,tertiary,30,False,,False,11.351745693592443,,Avinguda dels Jocs Olímpics,,,,,,"LINESTRING (2.0171162 41.3230368, 2.0169923 41.3229948)"
1512110789,1472993468,0,539667089,tertiary,30,True,,False,2.6416509251888955,,,,roundabout,,,,"LINESTRING (2.0171162 41.3230368, 2.0171404 41.3230215)"
1562259320,245935865,0,26374097,residential,30,True,,False,15.532998811885642,1,Avinguda de la Riera de Sant Llorenç,,,,,,"LINESTRING (2.0019885 41.3116209, 2.001815 41.3115706)"
1564374009,10212134068,0,164715303,tertiary,30,False,C-245,False,16.759261343345475,4,Avinguda de la Generalitat,12,,,,,"LINESTRING (2.0116104 41.3066866, 2.0117318 41.3068066)"
1672512245,11382810674,0,154766484,residential,30,False,B-204,True,200.39647715623877,,Carretera de la Vila,,,,,,"LINESTRING (2.0224141 41.3128432, 2.0212099 41.314402)"
1672512281,9483942185,0,154766498,living_street,10,True,,False,4.7195001953827225,,Avinguda d'Olof Palme,5,,,,,"LINESTRING (2.0279434 41.3101595, 2.0279069 41.3101919)"
1672512320,9484462602,0,34898121,residential,30,True,,False,49.95809520904933,,Avinguda del Segle XXI,,,,,,"LINESTRING (2.0234172 41.3118983, 2.0239009 41.3121626)"
1672512444,11382810675,0,1227486574,residential,30,True,B-204,False,9.652133129161594,,Carretera de la Vila,,,,,,"LINESTRING (2.020978 41.3146414, 2.0210861 41.3146107)"
1676387272,9490925627,0,97675055,tertiary,30,True,,False,8.76263802301799,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.019496 41.3216984, 2.0194335 41.3217617)"
1676387278,8044470340,0,97675055,tertiary,30,True,,False,18.03300913684866,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0205715 41.3197982, 2.0205067 41.3199529)"
1676387299,9490955849,0,567558166,tertiary,30,True,,False,5.1334288276426,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0187009 41.3222639, 2.0186476 41.3222869)"
1763262440,2187114386,0,1244072110,tertiary,30,True,C-245,False,5.766656031316314,,,,roundabout,,,,"LINESTRING (2.0259035 41.3198171, 2.0259602 41.3198467)"
1763262441,211321251,0,539861455,tertiary,30,True,C-245,False,7.97086989473051,,,,roundabout,,,,"LINESTRING (2.0257129 41.3198269, 2.0258033 41.3198039)"
1763262442,211321253,0,1244072110,tertiary,30,True,C-245,False,6.894185401454705,,,,roundabout,,,,"LINESTRING (2.0259968 41.3198843, 2.0260186 41.3199441)"
1763262443,211321254,0,1116048794,tertiary,30,True,C-245,False,5.166986572594055,,,,roundabout,,,,"LINESTRING (2.0259012 41.320089, 2.0258483 41.3201131)"
1763262444,4558538596,0,539667094,tertiary,30,True,C-245,False,2.8929599090859486,,,,roundabout,,,,"LINESTRING (2.025794 41.3201069, 2.0257602 41.3201012)"
1843795431,9493823330,0,1232986978,residential,30,False,,False,7.049765818383469,,Passeig de la Marina,,,,,,"LINESTRING (2.0245791 41.3150448, 2.0245295 41.3150961)"
1843795431,8664908630,0,1232986978,residential,30,False,,True,16.68420808165109,,Passeig de la Marina,,,,,,"LINESTRING (2.0245791 41.3150448, 2.0246965 41.3149234)"
1843795432,9493823338,0,540714693,residential,30,False,,False,9.453524992721938,2,Passeig de la Marina,,,,,,"LINESTRING (2.0228125 41.3165022, 2.022731 41.3165612)"
1843795432,9493823337,0,1113306549,residential,30,False,,True,17.340646650290875,,Passeig de la Marina,,,,,,"LINESTRING (2.0228125 41.3165022, 2.0229671 41.3163981)"
1885951241,211312187,0,178227485,tertiary,30,True,C-245,False,10.50960556582477,,,,,,,,"LINESTRING (2.0126508 41.3078858, 2.012676 41.3077932)"
1885951241,211310730,0,540512634,tertiary,30,True,C-245,False,5.452410662587097,,,,roundabout,,,,"LINESTRING (2.0126508 41.3078858, 2.0126876 41.3078453)"
1885951244,211310729,0,540512676,tertiary,30,True,C-245,False,2.069914508481475,,,,roundabout,,,,"LINESTRING (2.0126331 41.3079679, 2.0126321 41.3079493)"
1885951246,211311623,0,20026341,tertiary,30,True,C-245,False,1.1525171654420026,,,,roundabout,,,,"LINESTRING (2.0131028 41.3080657, 2.0131103 41.3080744)"
1885951247,1885951249,0,540512676,tertiary,30,True,C-245,False,3.700457832261359,,,,roundabout,,,,"LINESTRING (2.0129621 41.3082337, 2.0129183 41.3082387)"
1885951249,211311629,0,540512676,tertiary,30,True,C-245,False,6.3384337156112185,,,,roundabout,,,,"LINESTRING (2.0129183 41.3082387, 2.0128507 41.3082128)"
1910641786,1910641801,0,26374097,residential,30,True,,False,48.456476736784914,1,Avinguda de la Riera de Sant Llorenç,,,,,,"LINESTRING (2.0008564 41.3115942, 2.0002839 41.3116648)"
1910641801,1910641819,0,26374097,residential,30,True,,False,24.052036421749484,1,Avinguda de la Riera de Sant Llorenç,,,,,,"LINESTRING (2.0002839 41.3116648, 1.9999989 41.3116958)"
1998592889,2208488929,0,136667037,service,30,False,,True,9.409010997702898,,,,,private,,,"LINESTRING (2.0567667 41.2960856, 2.0566684 41.2960443)"
1998592892,1998592906,0,136667037,service,30,False,,False,82.1977681165223,,,,,private,,,"LINESTRING (2.0569639 41.2950727, 2.0565557 41.2957453)"
1998592892,2213034719,0,136667037,service,30,False,,True,6.6801826837383675,,,,,private,,,"LINESTRING (2.0569639 41.2950727, 2.0569875 41.2950153)"
1998592897,2208488927,0,136667037,service,30,False,,False,6.757275751547513,,,,,private,,,"LINESTRING (2.0565666 41.2959417, 2.0566037 41.2959957)"
1998592897,2208488920,0,136667037,service,30,False,,True,7.5336122526521585,,,,,private,,,"LINESTRING (2.0565666 41.2959417, 2.056539 41.2958772)"
1998592902,2208488920,0,136667037,service,30,False,,False,8.577308078206794,,,,,private,,,"LINESTRING (2.0565358 41.2958001, 2.056539 41.2958772)"
1998592902,1998592906,0,136667037,service,30,False,,True,6.316209776864886,,,,,private,,,"LINESTRING (2.0565358 41.2958001, 2.0565557 41.2957453)"
1998592904,1998592909,0,136667037,service,30,False,,False,8.371088494587761,,,,,private,,,"LINESTRING (2.0567722 41.2947709, 2.0568575 41.2948104)"
1998592906,1998592902,0,136667037,service,30,False,,False,6.316209776864886,,,,,private,,,"LINESTRING (2.0565557 41.2957453, 2.0565358 41.2958001)"
1998592906,1998592892,0,136667037,service,30,False,,True,82.1977681165223,,,,,private,,,"LINESTRING (2.0565557 41.2957453, 2.0569639 41.2950727)"
