u,v,key,osmid,highway,oneway,reversed,length,lanes,name,width,bridge,access,maxspeed,geometry
2216977271,2216977272,0,210931266,cycleway,False,True,2.093737316575327,,,,,,,"LINESTRING (2.0555218 41.2914298, 2.0555232 41.2914486)"
2216977272,2216977271,0,210931266,cycleway,False,False,2.093737316575327,,,,,,,"LINESTRING (2.0555232 41.2914486, 2.0555218 41.2914298)"
2216977272,2216977273,0,210931266,cycleway,False,True,1.2295664703296199,,,,,,,"LINESTRING (2.0555232 41.2914486, 2.0555282 41.291459)"
2216977273,2216977272,0,210931266,cycleway,False,False,1.2295664703296199,,,,,,,"LINESTRING (2.0555282 41.291459, 2.0555232 41.2914486)"
2216977273,2216977274,0,210931266,cycleway,False,True,2.23822248299008,,,,,,,"LINESTRING (2.0555282 41.291459, 2.0555412 41.2914766)"
2216977274,2216977273,0,210931266,cycleway,False,False,2.23822248299008,,,,,,,"LINESTRING (2.0555412 41.2914766, 2.0555282 41.291459)"
2216977274,7788127166,0,210931266,cycleway,False,True,1.7892068739284703,,,,,,,"LINESTRING (2.0555412 41.2914766, 2.0555231 41.2914852)"
2216977275,10170339152,0,1111647378,cycleway,False,False,11.742804634433938,,,,,,,"LINESTRING (2.0553789 41.2915637, 2.0554919 41.2915009)"
2216977275,2216908724,0,1111647379,cycleway,False,True,1.801657484004376,,,,,,,"LINESTRING (2.0553789 41.2915637, 2.0553676 41.2915775)"
2216977276,2216977277,0,1111647379,cycleway,False,False,1.6663120809873775,,,,,,,"LINESTRING (2.0552771 41.2916043, 2.055297 41.2916053)"
2216977276,2216977278,0,1111647379,cycleway,False,True,1.8693987583356984,,,,,,,"LINESTRING (2.0552771 41.2916043, 2.0552549 41.2916064)"
