u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,junction,ref,geometry,lanes,width,bridge,access,service
9036217380,2238416890,0,"[210931266, 1106666374, 1111647378, 1111647379, 1111647380, 1111647381, 1111647382, 1111647383]",cycleway,,,False,True,1003.4325940409783,,,"LINESTRING (2.0557064 41.2909805, 2.055717 41.2910123, 2.0557289 41.2910464, 2.0557499 41.2911067, 2.0557624 41.2911424, 2.0557664 41.291154, 2.0557683 41.2911593, 2.0557097 41.2911717, 2.0556871 41.2911787, 2.0556598 41.2911905, 2.0556372 41.2912044, 2.0556243 41.2912148, 2.0556063 41.2912321, 2.0555929 41.2912501, 2.0555841 41.2912716, 2.0555703 41.2913219, 2.0555583 41.2913577, 2.0555412 41.2913896, 2.0555259 41.2914135, 2.0555218 41.2914298, 2.0555232 41.2914486, 2.0555282 41.291459, 2.0555412 41.2914766, 2.0555231 41.2914852, 2.0555017 41.2914954, 2.0554919 41.2915009, 2.0553789 41.2915637, 2.0553676 41.2915775, 2.0553371 41.291614, 2.0553191 41.2916088, 2.055297 41.2916053, 2.0552771 41.2916043, 2.0552549 41.2916064, 2.0552365 41.2916102, 2.0551834 41.2916216, 2.0551478 41.2916282, 2.0551192 41.291632, 2.0550897 41.2916334, 2.0550472 41.2916352, 2.055019 41.2916383, 2.0549996 41.2916421, 2.0549816 41.291649, 2.0549641 41.2916601, 2.0548353 41.2917597, 2.0548168 41.2917468, 2.0547704 41.2917144, 2.0547334 41.2916908, 2.0547264 41.2916863, 2.0546604 41.2916377, 2.0543815 41.2918569, 2.0539032 41.2922301, 2.0536115 41.2924674, 2.053375 41.2926935, 2.0531129 41.2929669, 2.0529319 41.2931972, 2.0527472 41.2934622, 2.0526217 41.2936606, 2.0524906 41.2939214, 2.0524242 41.2940606, 2.052326 41.2943322, 2.0523124 41.2943742, 2.0522724 41.294501, 2.0522397 41.2946206, 2.0522159 41.2946653, 2.0521326 41.2950598, 2.0521237 41.2952208, 2.0521414 41.2956065, 2.0521609 41.2957875, 2.0522293 41.2961977, 2.0523379 41.2965878, 2.0524703 41.2969108, 2.0526447 41.297244, 2.0527381 41.2974205, 2.0529509 41.2977078, 2.0533302 41.2981772, 2.0535476 41.2984343)",,,,,
9036217404,9036217380,0,"[1031692352, 1031692353, 918801373]",cycleway,,,False,False,412.8162865017921,,,"LINESTRING (2.0550532 41.2876835, 2.0549864 41.2877063, 2.0549474 41.2877313, 2.0549186 41.2877606, 2.0549009 41.2877869, 2.054884 41.2878113, 2.0548623 41.2878397, 2.0548371 41.287867, 2.0548105 41.2878913, 2.0547895 41.2879125, 2.054769 41.2879425, 2.0547574 41.2879838, 2.0547559 41.2880216, 2.0547556 41.288043, 2.0547626 41.2880648, 2.0550094 41.2888339, 2.0551441 41.2892301, 2.0552537 41.2896225, 2.0552861 41.2897681, 2.0553061 41.2899141, 2.0552988 41.2902177, 2.0552809 41.2903748, 2.0553192 41.2903771, 2.0552805 41.2905624, 2.0552442 41.2906923, 2.0552376 41.2907397, 2.0552339 41.2907663, 2.0552497 41.2908151, 2.0552707 41.2908523, 2.0553015 41.2908841, 2.0553594 41.2909183, 2.0554432 41.2909597, 2.0555224 41.2909812, 2.0555986 41.2909877, 2.0556687 41.2909773, 2.0557064 41.2909805)",,,yes,,
9036217405,5801467401,0,"[1106666375, 613019582, 918801374, 1237949831]",cycleway,,,False,True,1070.6688556464871,,,"LINESTRING (2.0550291 41.2876093, 2.0549792 41.2876071, 2.0549277 41.2875995, 2.0548899 41.2875878, 2.0548555 41.2875703, 2.0548222 41.2875484, 2.0547858 41.2875271, 2.0547425 41.2875073, 2.0547035 41.2874934, 2.054663 41.2874827, 2.0546213 41.2874698, 2.0545932 41.2874571, 2.054561 41.2874325, 2.0545392 41.2874062, 2.0545213 41.2873697, 2.0543055 41.2867376, 2.0541388 41.2862316, 2.0540375 41.2859123, 2.0539808 41.2857183, 2.0539439 41.285594, 2.0539136 41.2854878, 2.0538227 41.2852308, 2.0537243 41.2849277, 2.0535839 41.2845027, 2.0533956 41.2839791, 2.0532867 41.2836573, 2.0531636 41.2833011, 2.05306 41.2829892, 2.0529859 41.2827656, 2.0529206 41.2825789, 2.0528683 41.2824119, 2.0528323 41.2823005, 2.0528214 41.2822252, 2.0527931 41.2820344, 2.0527549 41.2816717, 2.0527233 41.2813908, 2.0526906 41.281137, 2.0526699 41.2809994, 2.0526514 41.2807881, 2.0526405 41.2807226, 2.0526405 41.2806563, 2.052634 41.2805982, 2.0526242 41.2805367, 2.0526274 41.2804892, 2.0526253 41.2804368, 2.0526307 41.2803902, 2.0526351 41.2803459, 2.052634 41.2802935, 2.0526449 41.2802575, 2.0526569 41.2802149, 2.0526721 41.2801732, 2.0526917 41.2801306, 2.0527015 41.2800962, 2.0527364 41.2800495, 2.0527615 41.2800159, 2.0527735 41.2799856, 2.0528181 41.2799406, 2.0528454 41.2799087, 2.0528726 41.2798849, 2.0529206 41.2798366, 2.0529783 41.2797883, 2.0530317 41.2797506, 2.0530905 41.2797089, 2.0531472 41.2796589, 2.0531941 41.2796262, 2.0532475 41.2795828, 2.0533085 41.2795254, 2.0533477 41.2794845, 2.0533858 41.2794386, 2.0534109 41.2793936, 2.0534316 41.2793412, 2.0534469 41.2792937, 2.0534588 41.2792184, 2.0534599 41.2791578, 2.0534512 41.2791078, 2.0534436 41.279062, 2.0534251 41.2790145, 2.0534044 41.2789776, 2.0533793 41.2789334, 2.053339 41.2788859, 2.0533041 41.2788441, 2.053254 41.2787983, 2.0532006 41.278759, 2.0530835 41.2786684)",,,yes,,
9450394829,7232459528,0,775212181,cycleway,,,False,True,757.0858666562892,,,"LINESTRING (2.018145 41.3054688, 2.0190867 41.3057955, 2.0199658 41.3060918, 2.0200701 41.3061283, 2.0204556 41.3062633, 2.0204828 41.3062728, 2.0211373 41.3065018, 2.0212503 41.3065413, 2.0225682 41.3070018, 2.0226419 41.3070268, 2.0230312 41.3071586, 2.0243657 41.3076106, 2.0248819 41.3077854, 2.025723 41.3080732, 2.0263183 41.3082857, 2.0263826 41.3083086)",2,,,,
9485752939,7833252105,0,1356407428,cycleway,,,False,True,2.3574180098935433,,,"LINESTRING (2.0278745 41.3102264, 2.0278971 41.3102391)",,,,,
9485752939,7833220370,0,"[839429960, 1227696144, 839429962, 1356407428]",cycleway,,,False,False,212.21688634733755,,,"LINESTRING (2.0278745 41.3102264, 2.0275488 41.3100433, 2.0269987 41.3097346, 2.0262724 41.3093242, 2.0262361 41.309305, 2.0261673 41.3092686, 2.0261409 41.3092665, 2.0261152 41.3092697, 2.0260467 41.3093312, 2.0260356 41.309333, 2.0260239 41.3093312, 2.0259852 41.3093098, 2.0259569 41.3092941, 2.0258954 41.30926, 2.025841 41.3092299)",,,,,
9485752939,7524458029,0,154766498,living_street,10,Avinguda d'Olof Palme,True,False,363.0266598500895,,,"LINESTRING (2.0278745 41.3102264, 2.0274995 41.3106107, 2.0266836 41.3114399, 2.0252834 41.3128218, 2.0252668 41.3128382)",,5,,,
9493716910,8711080818,0,1054296942,cycleway,,Avinguda del Molí,False,True,250.4164001686131,,,"LINESTRING (2.0157125 41.322349, 2.0157276 41.3222806, 2.0154928 41.3221586, 2.0153118 41.3220753, 2.0151567 41.3220209, 2.0150647 41.3219923, 2.0149441 41.3219608, 2.0148566 41.3219099, 2.0147728 41.3218862, 2.0146286 41.3218585, 2.0142987 41.3217971, 2.0140573 41.3217659, 2.0135736 41.3217199, 2.0131534 41.3217085, 2.013077 41.3217115, 2.0129858 41.3217186)",2,,,,
9493716910,1187672560,0,102848199,residential,30,Avinguda del Molí,False,False,231.4842600944059,,,"LINESTRING (2.0157125 41.322349, 2.0156816 41.322335, 2.0153204 41.3221209, 2.0148485 41.3219824, 2.0147398 41.3219488, 2.0141788 41.3218524, 2.013571 41.3218006, 2.0131603 41.3217684, 2.0131094 41.321763)",,,,,
9493716910,5346954184,0,102848199,residential,30,Avinguda del Molí,False,True,7.699251072989197,,,"LINESTRING (2.0157125 41.322349, 2.015744 41.3223632, 2.0157922 41.3223838)",,,,,
9688831085,211317738,0,224964017,living_street,,Carrer de Santiago Rusiñol,True,False,14.612590061829525,,,"LINESTRING (2.0141673 41.3094057, 2.0143063 41.3093259)",,,,,
9688831085,7834021704,0,"[154103188, 1054298148, 1054298149]",cycleway,,Avinguda de la Generalitat,False,"[False, True]",634.5540002133666,,,"LINESTRING (2.0141673 41.3094057, 2.0140784 41.3093174, 2.0132273 41.308472, 2.0131669 41.3084045, 2.0131278 41.3083736, 2.013096 41.3083584, 2.0130563 41.3083365, 2.012982 41.3083098, 2.012889 41.3082674, 2.0127658 41.3082295, 2.0126412 41.308136, 2.0125784 41.3080224, 2.0125792 41.3079867, 2.01258 41.3079482, 2.0125826 41.3078313, 2.0125144 41.3077768, 2.0115727 41.3068551, 2.0115329 41.3068295, 2.0114788 41.3068214, 2.0113999 41.3068074, 2.0113313 41.3067923, 2.011263 41.3067559, 2.0111569 41.3066488, 2.0111447 41.3066226, 2.0110897 41.3066335, 2.0103452 41.306601, 2.0098366 41.3065716, 2.0084891 41.306505)",2,2,,,
9688831085,10207212437,0,1054298149,cycleway,,Avinguda de la Generalitat,False,True,202.4202351199252,,,"LINESTRING (2.0141673 41.3094057, 2.0142766 41.3095142, 2.0155823 41.3108102, 2.0156301 41.3108571)",2,2,,,
9781413839,7524420484,0,804454198,cycleway,,,False,False,79.66863214378515,,,"LINESTRING (2.0167231 41.3118801, 2.0166745 41.3119203, 2.0165992 41.3119541, 2.0165728 41.3119429, 2.0165131 41.3119455, 2.0164826 41.3119719, 2.0164257 41.3120312, 2.0160984 41.3123724)",,,,,
9781413839,7524420478,0,"[1192906939, 1065108741]",cycleway,,Avinguda de la Generalitat,False,"[False, True]",33.02552097877475,,,"LINESTRING (2.0167231 41.3118801, 2.0167152 41.3118722, 2.0166403 41.3118121, 2.0165624 41.3117663, 2.0164607 41.3116605)",2,2,,,
9781413839,10207247324,0,"[1227494715, 1065108741, 1115991583]",cycleway,,Avinguda de la Generalitat,False,"[False, True]",297.65644712127187,,,"LINESTRING (2.0167231 41.3118801, 2.0167664 41.3119233, 2.0168146 41.3120115, 2.0173863 41.3125849, 2.0182107 41.3133865, 2.0182885 41.3134409, 2.0183767 41.3135307, 2.0184027 41.313562, 2.0184327 41.3135865, 2.0186862 41.3138323, 2.0187456 41.3138556, 2.0187936 41.3139057, 2.0188131 41.3139195, 2.0188372 41.3139221, 2.0188636 41.313917, 2.0188731 41.3139116, 2.0189217 41.313884)",2,2,,,
9959380161,10207683468,0,1086986059,cycleway,,Carretera de Santa Creu de Calafell,False,True,5.2933699840206225,,,"LINESTRING (2.0299459 41.3231885, 2.0300071 41.3232009)",2,2,,,
9959380161,10185494302,0,1237939020,cycleway,,Plaça del Tanatori,False,False,5.724822750879889,,,"LINESTRING (2.0299459 41.3231885, 2.0298845 41.3232114)",2,2,,,
9959380161,9959411368,0,1086987474,cycleway,,Plaça del Tanatori,False,True,10.974881998216013,,,"LINESTRING (2.0299459 41.3231885, 2.0299666 41.3231749, 2.0299896 41.3231606, 2.030038 41.3231185)",2,2,,,
9959411363,2987198243,0,295047828,service,30,Carretera de Barcelona,False,False,15.14517880146575,,C-245,"LINESTRING (2.0289258 41.3222917, 2.0290485 41.322392)",2,8,,no,
9959411363,9959411364,0,1086987474,cycleway,,Plaça del Tanatori,False,False,15.623532326619607,,,"LINESTRING (2.0289258 41.3222917, 2.0289823 41.3222535, 2.029071 41.3222033)",2,2,,,
9959411363,10185494301,0,1086987474,cycleway,,Plaça del Tanatori,False,True,15.114651207874893,,,"LINESTRING (2.0289258 41.3222917, 2.0288558 41.3223457, 2.0288084 41.3223947)",2,2,,,
9959411363,10185494295,0,295047828,service,30,Carretera de Barcelona,False,True,114.66830683019862,,C-245,"LINESTRING (2.0289258 41.3222917, 2.028885 41.3222625, 2.0288513 41.3222384, 2.0287601 41.3221731, 2.0286167 41.3220705, 2.0285028 41.3219875, 2.0284476 41.3219503, 2.0283976 41.3219129, 2.0283474 41.3218753, 2.0279423 41.3215722)",2,8,,no,
9959411364,9959411370,0,1086987474,cycleway,,Plaça del Tanatori,False,False,176.8673895026203,,,"LINESTRING (2.029071 41.3222033, 2.0292757 41.3221299, 2.0295381 41.3221127, 2.029793 41.3221487, 2.029966 41.3222498, 2.0300301 41.3222969, 2.0300921 41.322346, 2.030179 41.3224176, 2.03023 41.3224988, 2.0302645 41.3225979, 2.0302822 41.3227138, 2.03026 41.3228152, 2.03023 41.3229308, 2.0301552 41.3230156)",2,2,,,
9959411364,9959411363,0,1086987474,cycleway,,Plaça del Tanatori,False,True,15.623532326619607,,,"LINESTRING (2.029071 41.3222033, 2.0289823 41.3222535, 2.0289258 41.3222917)",2,2,,,
9959411364,2987193088,0,1195588783,tertiary,30,Carretera de Barcelona,True,False,16.944028368409263,,C-245,"LINESTRING (2.029071 41.3222033, 2.0291484 41.3222472, 2.0291868 41.322269, 2.0292405 41.322285)",,,,,
9959411368,2987196295,0,295047829,tertiary,30,Carretera de Santa Creu de Calafell,False,True,14.300290606523031,,C-245,"LINESTRING (2.030038 41.3231185, 2.02992 41.3230253)",4,12,,,
9959411368,9959380161,0,1086987474,cycleway,,Plaça del Tanatori,False,False,10.974881998216013,,,"LINESTRING (2.030038 41.3231185, 2.0299896 41.3231606, 2.0299666 41.3231749, 2.0299459 41.3231885)",2,2,,,
9959411368,9959411370,0,1086987474,cycleway,,Plaça del Tanatori,False,True,15.22213660333978,,,"LINESTRING (2.030038 41.3231185, 2.030107 41.3230734, 2.0301552 41.3230156)",2,2,,,
9959411368,10207683472,0,295047829,tertiary,30,Carretera de Santa Creu de Calafell,False,False,9.203689020951854,,C-245,"LINESTRING (2.030038 41.3231185, 2.0300871 41.3231527, 2.0301175 41.3231758)",4,12,,,
9959411370,9959411368,0,1086987474,cycleway,,Plaça del Tanatori,False,False,15.22213660333978,,,"LINESTRING (2.0301552 41.3230156, 2.030107 41.3230734, 2.030038 41.3231185)",2,2,,,
9959411370,9959411364,0,1086987474,cycleway,,Plaça del Tanatori,False,True,176.8673895026203,,,"LINESTRING (2.0301552 41.3230156, 2.03023 41.3229308, 2.03026 41.3228152, 2.0302822 41.3227138, 2.0302645 41.3225979, 2.03023 41.3224988, 2.030179 41.3224176, 2.0300921 41.322346, 2.0300301 41.3222969, 2.029966 41.3222498, 2.029793 41.3221487, 2.0295381 41.3221127, 2.0292757 41.3221299, 2.029071 41.3222033)",2,2,,,
9959411370,10108126918,0,58801801,residential,30,Carretera de Santa Creu de Calafell,True,False,62.07445073138058,,,"LINESTRING (2.0301552 41.3230156, 2.0301739 41.323036, 2.0302145 41.3230717, 2.0306741 41.3234146)",2,,,,
9959453007,11333547175,0,1086991031,cycleway,,Carretera de Barcelona,False,False,115.77338994919667,,,"LINESTRING (2.0269092 41.3209517, 2.0268808 41.3209309, 2.0266511 41.3207627, 2.0259504 41.3202531, 2.0259142 41.3202267)",2,2,,,
9959453007,11275900885,0,"[1334525279, 1086991031]",cycleway,,Carretera de Barcelona,False,True,128.98860717849723,,,"LINESTRING (2.0269092 41.3209517, 2.0273888 41.3213027, 2.027487 41.3213746, 2.027525 41.3214029, 2.0276593 41.321503, 2.0279335 41.3217074, 2.0279559 41.3217873)",2,2,,,
9959453007,9959453009,0,"[1086991033, 1227492770]",cycleway,,,False,False,12.821423455475522,,,"LINESTRING (2.0269092 41.3209517, 2.0269723 41.320905, 2.0270186 41.3208708)",,,,,
9959453008,7524556174,0,1222056734,cycleway,,,False,False,18.923888687839064,,,"LINESTRING (2.0271862 41.3207468, 2.0272648 41.3208043, 2.0272762 41.3208098, 2.027287 41.3208113, 2.0272984 41.3208114, 2.0273094 41.3208105, 2.0273222 41.3208067, 2.0273358 41.3207978, 2.0273639 41.3207785)",,,,,
9959453008,11382810164,0,1222056734,cycleway,,,False,True,115.3666162057181,,,"LINESTRING (2.0271862 41.3207468, 2.0271536 41.320723, 2.0262338 41.32005, 2.0261967 41.3200228)",,,,,
9959453008,9959453009,0,"[1227492768, 1227492769, 1086991033, 1227492767]",cycleway,,,False,True,19.647174341813052,,,"LINESTRING (2.0271862 41.3207468, 2.0271646 41.3207627, 2.0271322 41.3207867, 2.027119 41.3207965, 2.0270699 41.3208328, 2.0270186 41.3208708)",,,,,
9959453009,9959453008,0,"[1227492768, 1086991033, 1227492769, 1227492767]",cycleway,,,False,False,19.647174341813052,,,"LINESTRING (2.0270186 41.3208708, 2.0270699 41.3208328, 2.027119 41.3207965, 2.0271322 41.3207867, 2.0271646 41.3207627, 2.0271862 41.3207468)",,,,,
9959453009,9959453007,0,"[1086991033, 1227492770]",cycleway,,,False,True,12.821423455475522,,,"LINESTRING (2.0270186 41.3208708, 2.0269723 41.320905, 2.0269092 41.3209517)",,,,,
9959453009,10185494295,0,"[1086991032, 1116005597]",tertiary,30,Carretera de Barcelona,False,False,109.71153954974918,,C-245,"LINESTRING (2.0270186 41.3208708, 2.0270467 41.3208938, 2.0271194 41.320951, 2.0272971 41.3210883, 2.0274873 41.3212295, 2.0275456 41.3212728, 2.0275687 41.3212886, 2.0276269 41.3213363, 2.0279423 41.3215722)",4,12,,,
9959453009,11333547182,0,"[1086991032, 295047602, 20027007]",tertiary,30,Carretera de Barcelona,False,"[False, True]",115.46540292657689,,C-245,"LINESTRING (2.0270186 41.3208708, 2.0269933 41.3208469, 2.026441 41.320422, 2.0262855 41.3203024, 2.0262746 41.320294, 2.0261197 41.3201861, 2.0260806 41.3201551, 2.0260528 41.3201285)",4,12,,,
10170339148,10170339151,0,214264194,cycleway,,,False,True,6.502609486594752,,,"LINESTRING (2.0534237 41.2984951, 2.0534581 41.298478, 2.0534885 41.2984627)",,,,,
10170339151,10170339148,0,214264194,cycleway,,,False,False,6.502609486594752,,,"LINESTRING (2.0534885 41.2984627, 2.0534581 41.298478, 2.0534237 41.2984951)",,,,,
10185494298,10185494301,0,1086987474,cycleway,,Plaça del Tanatori,False,False,7.154715507527334,,,"LINESTRING (2.0287778 41.3224548, 2.0288084 41.3223947)",2,2,,,
10185494298,11382809944,0,1334525279,cycleway,,Carretera de Barcelona,False,False,60.927106469771545,,,"LINESTRING (2.0287778 41.3224548, 2.0282567 41.3220713)",2,2,,,
10185494298,11382926124,0,1237939020,cycleway,,Plaça del Tanatori,False,True,41.67009108112704,,,"LINESTRING (2.0287778 41.3224548, 2.028744 41.3225215, 2.0287192 41.3226126, 2.0287064 41.3227241, 2.0287229 41.3228218)",2,2,,,
10185494301,10185494298,0,1086987474,cycleway,,Plaça del Tanatori,False,True,7.154715507527334,,,"LINESTRING (2.0288084 41.3223947, 2.0287778 41.3224548)",2,2,,,
10185494301,11382809945,0,1113303609,tertiary,30,Carretera de Barcelona,True,False,57.99398060378346,,C-245,"LINESTRING (2.0288084 41.3223947, 2.0283035 41.3220366)",2,,,,
10185494301,9959411363,0,1086987474,cycleway,,Plaça del Tanatori,False,False,15.114651207874893,,,"LINESTRING (2.0288084 41.3223947, 2.0288558 41.3223457, 2.0289258 41.3222917)",2,2,,,
10185494302,9959380161,0,1237939020,cycleway,,Plaça del Tanatori,False,True,5.724822750879889,,,"LINESTRING (2.0298845 41.3232114, 2.0299459 41.3231885)",2,2,,,
10185494302,9959380164,0,1086986060,residential,30,,True,False,17.4632260495628,,,"LINESTRING (2.0298845 41.3232114, 2.0297328 41.3231033)",,,,,
10185494302,11382926124,0,1237939020,cycleway,,Plaça del Tanatori,False,False,121.73856411820782,,,"LINESTRING (2.0298845 41.3232114, 2.0297731 41.3232061, 2.0295512 41.3232429, 2.0293155 41.3232347, 2.0292825 41.3232251, 2.0292634 41.3232195, 2.0292348 41.3232112, 2.0290955 41.3231707, 2.0289577 41.3230756, 2.0289087 41.3230831, 2.0288645 41.3230723, 2.0288084 41.3229947, 2.0287667 41.3229226, 2.0287229 41.3228218)",2,2,,,
10185571974,211318996,0,540714693,residential,30,Passeig de la Marina,False,False,3.997674726900751,,,"LINESTRING (2.0222547 41.3169064, 2.0222203 41.3169314)",2,,,,
10185571974,7524554155,0,"[1113306548, 1113306550]",cycleway,,Passeig de la Marina,False,False,19.54975587378769,,,"LINESTRING (2.0222547 41.3169064, 2.0222757 41.3169184, 2.0223338 41.316968, 2.0223328 41.3169832, 2.0223408 41.3170087, 2.0223414 41.3170204, 2.0223404 41.3170572)",,,,,
10185571974,11397154241,0,"[1113306550, 1087040679]",cycleway,,Bicivia 7,False,True,197.50643196240324,,,"LINESTRING (2.0222547 41.3169064, 2.0222211 41.3168872, 2.0221915 41.316874, 2.0221554 41.3168643, 2.0221055 41.3168601, 2.0220805 41.3168608, 2.022036 41.3168426, 2.0217227 41.3165492, 2.0216139 41.3164333, 2.0211015 41.3159076, 2.0208138 41.3156243, 2.0207982 41.315606, 2.0207639 41.3155657)",2,2,,,
10185571974,8346945915,0,"[540714693, 1113306549]",residential,30,Passeig de la Marina,False,True,218.00650028146583,,,"LINESTRING (2.0222547 41.3169064, 2.0223085 41.3168675, 2.0223482 41.3168387, 2.0225462 41.3166968, 2.0226174 41.3166436, 2.022731 41.3165612, 2.0228125 41.3165022, 2.0229671 41.3163981, 2.0234473 41.3160748, 2.0235686 41.315979, 2.0236259 41.3159337, 2.0238544 41.3157532, 2.0238947 41.3157214, 2.0240239 41.3156193, 2.0241096 41.3155306)",2,,,,
10207212436,7524420478,0,1115987201,cycleway,,Avinguda de la Generalitat,False,True,89.59645048081623,,,"LINESTRING (2.0157992 41.3110262, 2.0158063 41.3110338, 2.0163728 41.311575, 2.0164607 41.3116605)",2,2,,,
10207212436,10207212437,0,1115987202,cycleway,,,True,False,24.66682166542268,,,"LINESTRING (2.0157992 41.3110262, 2.0157534 41.3110052, 2.0156962 41.3109475, 2.015623 41.3108745, 2.0156301 41.3108571)",1,,,,
10207212437,9688831085,0,1054298149,cycleway,,Avinguda de la Generalitat,False,False,202.4202351199252,,,"LINESTRING (2.0156301 41.3108571, 2.0155823 41.3108102, 2.0142766 41.3095142, 2.0141673 41.3094057)",2,2,,,
10207212437,10207212436,0,1115987203,cycleway,,,True,False,23.520151735165285,,,"LINESTRING (2.0156301 41.3108571, 2.0157085 41.3109325, 2.0157992 41.3110262)",1,,,,
10207247324,9781413839,0,"[1227494715, 1065108741, 1115991583]",cycleway,,Avinguda de la Generalitat,False,"[False, True]",297.65644712127187,,,"LINESTRING (2.0189217 41.313884, 2.0188731 41.3139116, 2.0188636 41.313917, 2.0188372 41.3139221, 2.0188131 41.3139195, 2.0187936 41.3139057, 2.0187456 41.3138556, 2.0186862 41.3138323, 2.0184327 41.3135865, 2.0184027 41.313562, 2.0183767 41.3135307, 2.0182885 41.3134409, 2.0182107 41.3133865, 2.0173863 41.3125849, 2.0168146 41.3120115, 2.0167664 41.3119233, 2.0167231 41.3118801)",2,2,,,
10207247324,10210008628,0,1115991584,tertiary,30,Avinguda de la Generalitat,False,False,220.212710906805,,C-245,"LINESTRING (2.0189217 41.313884, 2.0189473 41.3139102, 2.0190492 41.3140141, 2.0191475 41.3141148, 2.019273 41.3142429, 2.0193541 41.3143258, 2.019523 41.3144894, 2.0200147 41.3149775, 2.0202239 41.3151875, 2.0205033 41.3154685)",2,,,,
10207247324,211317738,0,"[1116324296, 224964015, 1192906930, 1116322034, 1116322036, 1192906931, 1192906934, 232120214]",tertiary,30,Avinguda de la Generalitat,False,True,637.3573249328172,,C-245,"LINESTRING (2.0189217 41.313884, 2.018903 41.3138648, 2.018791 41.3138043, 2.0187421 41.3137583, 2.0186278 41.3136411, 2.0185789 41.3135906, 2.0184991 41.313508, 2.0184048 41.3134074, 2.0183809 41.3133828, 2.0181848 41.3131912, 2.0175352 41.3125565, 2.017099 41.3121294, 2.0170302 41.3120625, 2.0169635 41.3119914, 2.0168495 41.3118689, 2.016644 41.3116634, 2.0163477 41.3113706, 2.0162895 41.3113115, 2.0161835 41.3112135, 2.015939 41.3109608, 2.0158337 41.3108572, 2.0157123 41.3107322, 2.015049 41.3100808, 2.014416 41.309433, 2.0143063 41.3093259)","['3', '2', '4']",12,,yes,
10207683468,9959380161,0,1086986059,cycleway,,Carretera de Santa Creu de Calafell,False,False,5.2933699840206225,,,"LINESTRING (2.0300071 41.3232009, 2.0299459 41.3231885)",2,2,,,
10210008628,11397154248,0,1228972039,tertiary,30,Avinguda de la Generalitat,False,False,8.776175961875534,,C-245,"LINESTRING (2.0205033 41.3154685, 2.0205711 41.3155288)",2,,,,
10210008628,11397154236,0,1228972040,cycleway,,Avinguda de la Generalitat,True,False,13.64226424561689,,,"LINESTRING (2.0205033 41.3154685, 2.0205508 41.3154743, 2.02058 41.3154863, 2.0206075 41.3154846, 2.0206253 41.315478, 2.0206469 41.3154578)",,,,,
10210008628,10207247324,0,1115991584,tertiary,30,Avinguda de la Generalitat,False,True,220.212710906805,,C-245,"LINESTRING (2.0205033 41.3154685, 2.0202239 41.3151875, 2.0200147 41.3149775, 2.019523 41.3144894, 2.0193541 41.3143258, 2.019273 41.3142429, 2.0191475 41.3141148, 2.0190492 41.3140141, 2.0189473 41.3139102, 2.0189217 41.313884)",2,,,,
10922264953,6640642467,0,706682145,cycleway,,,False,False,112.06564875998573,,,"LINESTRING (2.0217844 41.3180097, 2.0215495 41.318342, 2.0215386 41.3183539, 2.021465 41.3184442, 2.0213879 41.3185432, 2.021281 41.3186565, 2.0211491 41.3187854, 2.0210602 41.3188532)",,,,,
11275900885,10207412156,0,1216917020,residential,30,Carretera de Barcelona,True,False,33.44638138089499,,,"LINESTRING (2.0279559 41.3217873, 2.0276702 41.3215765)",,,,,
11275900885,9959453007,0,"[1086991031, 1334525279]",cycleway,,Carretera de Barcelona,False,False,128.98860717849723,,,"LINESTRING (2.0279559 41.3217873, 2.0279335 41.3217074, 2.0276593 41.321503, 2.027525 41.3214029, 2.027487 41.3213746, 2.0273888 41.3213027, 2.0269092 41.3209517)",2,2,,,
11275900885,11382809944,0,1334525279,cycleway,,Carretera de Barcelona,False,True,41.55160998991326,,,"LINESTRING (2.0279559 41.3217873, 2.0279779 41.3218661, 2.0282567 41.3220713)",2,2,,,
11333547172,11333547173,0,1227492153,cycleway,,Carretera de Barcelona,False,True,5.19920167622375,,,"LINESTRING (2.0257031 41.3197352, 2.0256586 41.3197679)",,,,,
11333547172,7524554142,0,"[1192906937, 1086991034]",cycleway,,Carretera de Barcelona,False,False,392.663447065939,,,"LINESTRING (2.0257031 41.3197352, 2.0256872 41.3197259, 2.0246232 41.318951, 2.0240966 41.3185675, 2.0239046 41.3184365, 2.0238661 41.3184157, 2.0238269 41.3183891, 2.023445 41.3180891, 2.0232695 41.3179699, 2.0231721 41.317898, 2.0227674 41.317551, 2.022423 41.3172133)",2,2,,,
11333547172,211321253,0,"[1227492152, 1222056728]",cycleway,,Carretera de Barcelona,True,False,39.98835604109132,,,"LINESTRING (2.0257031 41.3197352, 2.0257518 41.3197638, 2.0257645 41.3197712, 2.0258516 41.3197839, 2.0259092 41.3197923, 2.0259228 41.3197993, 2.0259846 41.3198313, 2.0260245 41.3198785, 2.0260186 41.3199441)","['2', '1']","['2', '1']",,,
11333547173,11333547172,0,1227492153,cycleway,,Carretera de Barcelona,False,False,5.19920167622375,,,"LINESTRING (2.0256586 41.3197679, 2.0257031 41.3197352)",,,,,
11333547174,11333547182,0,"[1222056732, 1227492157, 1227492158]",cycleway,,Carretera de Barcelona,False,False,12.422256033359037,,,"LINESTRING (2.0261603 41.3200513, 2.0261396 41.320067, 2.0260933 41.3200998, 2.0260528 41.3201285)",,1,,,
11333547174,11382810164,0,"[1227492165, 1227492159]",cycleway,,,False,True,4.3918275705702765,,,"LINESTRING (2.0261603 41.3200513, 2.0261827 41.3200342, 2.0261967 41.3200228)",,,,,
