u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,junction,ref,geometry,lanes,width,bridge,access,service
7524556141,11382810164,0,"[1222056735, 1222056734, 804464495]",cycleway,,,False,False,447.426673752156,,,"LINESTRING (2.029403 41.3169994, 2.0286107 41.3176449, 2.0285915 41.3176597, 2.0285766 41.3176705, 2.0285628 41.3176772, 2.0285436 41.3176852, 2.0285078 41.3176988, 2.0284771 41.317714, 2.0270122 41.3189338, 2.0269961 41.3189496, 2.0269863 41.3189711, 2.0269788 41.3189913, 2.0269713 41.3190122, 2.0269639 41.3190301, 2.026957 41.3190437, 2.0269425 41.3190552, 2.0269264 41.3190688, 2.0269062 41.3190835, 2.0268799 41.3191009, 2.0268377 41.3191225, 2.026813 41.3191396, 2.026508 41.3194169, 2.0261533 41.3197387, 2.0261074 41.3197826, 2.0260755 41.3198107, 2.0260643 41.3198267, 2.0260871 41.3199146, 2.0261104 41.3199603, 2.0261578 41.3199944, 2.0261967 41.3200228)",,,,,
7524556141,7524556173,0,804464495,cycleway,,,False,True,186.82281349158774,,,"LINESTRING (2.029403 41.3169994, 2.0294402 41.316973, 2.0294708 41.316958, 2.0294991 41.3169563, 2.029515 41.3169581, 2.0295273 41.3169626, 2.029565 41.3169795, 2.0306893 41.3179118, 2.0307037 41.3179232, 2.0307439 41.3179884, 2.0307799 41.3180665, 2.0308103 41.3181182, 2.0308116 41.3181315, 2.0308066 41.3181457, 2.0307844 41.3181643)",,,,,
7524556149,8346947724,0,898160995,cycleway,,,False,True,8.027931839639697,,,"LINESTRING (2.0281358 41.3201887, 2.0282045 41.3202392)",,,,,
7524556149,7524556174,0,1222056734,cycleway,,,False,True,91.95891989945092,,,"LINESTRING (2.0281358 41.3201887, 2.0273639 41.3207785)",,,,,
7524556149,8346945913,0,"[1222056734, 804464495]",cycleway,,,False,False,40.48747076624484,,,"LINESTRING (2.0281358 41.3201887, 2.0281795 41.3201565, 2.0281944 41.3201408, 2.0282001 41.3201279, 2.0282037 41.3201161, 2.0282052 41.3200832, 2.0282096 41.3200745, 2.0282426 41.3200492, 2.0282771 41.3200228, 2.0282849 41.3200209, 2.028347 41.32002, 2.0283593 41.3200146, 2.0283681 41.3200097, 2.0284491 41.3199478)",,,,,
7524556173,7524556111,0,804464495,cycleway,,,False,True,65.58808721689016,,,"LINESTRING (2.0307844 41.3181643, 2.0302346 41.3185855)",,,,,
7524556173,5552850365,0,898160996,cycleway,,,False,False,7.676605430739397,,,"LINESTRING (2.0307844 41.3181643, 2.0308465 41.3182152)",,,,,
7524556173,7524556141,0,804464495,cycleway,,,False,False,186.82281349158777,,,"LINESTRING (2.0307844 41.3181643, 2.0308066 41.3181457, 2.0308116 41.3181315, 2.0308103 41.3181182, 2.0307799 41.3180665, 2.0307439 41.3179884, 2.0307037 41.3179232, 2.0306893 41.3179118, 2.029565 41.3169795, 2.0295273 41.3169626, 2.029515 41.3169581, 2.0294991 41.3169563, 2.0294708 41.316958, 2.0294402 41.316973, 2.029403 41.3169994)",,,,,
7524556174,8346947730,0,898160999,cycleway,,,False,False,7.56030670570933,,,"LINESTRING (2.0273639 41.3207785, 2.027432 41.3208233)",,,,,
7524556174,7524556149,0,1222056734,cycleway,,,False,False,91.95891989945092,,,"LINESTRING (2.0273639 41.3207785, 2.0281358 41.3201887)",,,,,
7524556174,9959453008,0,1222056734,cycleway,,,False,True,18.923888687839064,,,"LINESTRING (2.0273639 41.3207785, 2.0273358 41.3207978, 2.0273222 41.3208067, 2.0273094 41.3208105, 2.0272984 41.3208114, 2.027287 41.3208113, 2.0272762 41.3208098, 2.0272648 41.3208043, 2.0271862 41.3207468)",,,,,
7833168253,2383446338,0,"[1227695468, 898111671]",cycleway,,,False,False,6.2922558911409165,,,"LINESTRING (2.0160095 41.3037124, 2.0159751 41.3037282, 2.0159453 41.303742)",,,,,
7833168253,7833168263,0,"[839426969, 1227695466, 1227695470]",cycleway,,,False,True,216.8896454953541,,,"LINESTRING (2.0160095 41.3037124, 2.016029 41.3037318, 2.0163595 41.3040606, 2.0165616 41.3042598, 2.0167092 41.3044034, 2.0168605 41.3045423, 2.0170241 41.3046778, 2.0171892 41.3048082, 2.017399 41.3049572, 2.0175209 41.3050385, 2.017689 41.3051423, 2.0177272 41.3051659)",,,,,
7833168253,6315715540,0,"[1227695467, 1227695469]",cycleway,,,False,True,6.137625239728315,,,"LINESTRING (2.0160095 41.3037124, 2.0160411 41.3036978, 2.0160721 41.3036835)",,,,,
7833168260,8346424656,0,839426967,cycleway,,,False,True,49.79400436204583,,,"LINESTRING (2.0165348 41.3030057, 2.0164784 41.3030396, 2.0164349 41.3030625, 2.0161081 41.303214, 2.0160271 41.3031907)",,,,,
7833168263,6315715552,0,"[898111672, 1227695472]",cycleway,,,False,True,5.816151465402857,,,"LINESTRING (2.0177272 41.3051659, 2.0177045 41.3051869, 2.0176833 41.3052065)",,,,,
7833168263,7833168253,0,"[839426969, 1227695466, 1227695470]",cycleway,,,False,False,216.88964549535413,,,"LINESTRING (2.0177272 41.3051659, 2.017689 41.3051423, 2.0175209 41.3050385, 2.017399 41.3049572, 2.0171892 41.3048082, 2.0170241 41.3046778, 2.0168605 41.3045423, 2.0167092 41.3044034, 2.0165616 41.3042598, 2.0163595 41.3040606, 2.016029 41.3037318, 2.0160095 41.3037124)",,,,,
7833168263,6315715546,0,"[1227695473, 1227695471]",cycleway,,,False,False,6.342815800944663,,,"LINESTRING (2.0177272 41.3051659, 2.017749 41.3051459, 2.0177752 41.3051217)",,,,,
7833220370,9485752939,0,"[1227696144, 839429962, 839429960, 1356407428]",cycleway,,,False,True,212.21688634733758,,,"LINESTRING (2.025841 41.3092299, 2.0258954 41.30926, 2.0259569 41.3092941, 2.0259852 41.3093098, 2.0260239 41.3093312, 2.0260356 41.309333, 2.0260467 41.3093312, 2.0261152 41.3092697, 2.0261409 41.3092665, 2.0261673 41.3092686, 2.0262361 41.309305, 2.0262724 41.3093242, 2.0269987 41.3097346, 2.0275488 41.3100433, 2.0278745 41.3102264)",,,,,
7833220370,7833252095,0,839429963,cycleway,,,False,False,339.17735030616694,,,"LINESTRING (2.025841 41.3092299, 2.0256262 41.3094305, 2.0256065 41.3094503, 2.0253862 41.3096711, 2.0248713 41.3101934, 2.0248142 41.3102513, 2.0242526 41.3108209, 2.0234357 41.3116495, 2.0234116 41.3116739)",,,,,
7833220370,7232459528,0,"[680290112, 1227696142, 1227696143, 1107267316, 775212153, 680290111]",cycleway,,,False,"[False, True]",125.80840226802509,,,"LINESTRING (2.025841 41.3092299, 2.0257911 41.3092003, 2.0257596 41.3091817, 2.0257291 41.3091636, 2.0257099 41.3091523, 2.0256845 41.3091372, 2.0257122 41.3091086, 2.0258119 41.3090056, 2.0263244 41.3084005, 2.0263413 41.3083769, 2.0263443 41.3083721, 2.0263688 41.3083314, 2.0263826 41.3083086)",,,yes,,
7833220378,4353309813,0,898113170,cycleway,,,False,False,3.2674324902547456,,,"LINESTRING (2.0252798 41.3045111, 2.0252548 41.3045337)",,,,,
7833220378,7232459528,0,"[839429961, 939689282, 680290110, 680290111]",cycleway,,,False,False,516.5065875039958,,,"LINESTRING (2.0252798 41.3045111, 2.0257001 41.3049567, 2.0259137 41.3051951, 2.0261992 41.3055238, 2.0263578 41.3057098, 2.0266301 41.3060382, 2.0268801 41.3063391, 2.0271466 41.306696, 2.027366 41.3069907, 2.027421 41.3070573, 2.0273787 41.3070784, 2.0272908 41.3071175, 2.0272433 41.3071386, 2.0272687 41.3071706, 2.0272135 41.3072986, 2.0272115 41.3073345, 2.0272152 41.3073727, 2.0272322 41.3074074, 2.0272384 41.3074429, 2.0272326 41.3074803, 2.027183 41.3075428, 2.0267008 41.3081165, 2.0266655 41.3081576, 2.026634 41.3081943, 2.0266215 41.3082043, 2.0266051 41.3082115, 2.0265843 41.3082184, 2.0265613 41.308223, 2.0265384 41.3082243, 2.026515 41.3082222, 2.026446 41.3081986, 2.0264205 41.3082398, 2.0263826 41.3083086)",,,,,
7833220378,4569265245,0,839429961,cycleway,,,False,True,641.6762325561047,,,"LINESTRING (2.0252798 41.3045111, 2.0248117 41.3040205, 2.0236263 41.3028487, 2.0222823 41.3015214, 2.0207968 41.3000675, 2.0205931 41.2999469)",,,,,
7833252095,7524458029,0,"[804459235, 804459237, 1227486558, 1227486559]",cycleway,,,False,False,209.44523598429305,,,"LINESTRING (2.0234116 41.3116739, 2.0235317 41.3117412, 2.0235589 41.3117564, 2.0235955 41.311778, 2.0236288 41.3117976, 2.0236173 41.3118093, 2.0235868 41.3118393, 2.0235817 41.3118458, 2.0235795 41.3118516, 2.0235784 41.3118575, 2.0235818 41.3118695, 2.0235921 41.3118817, 2.0240319 41.3121271, 2.0252668 41.3128382)",,,,,
7833252095,7833220370,0,839429963,cycleway,,,False,True,339.177350306167,,,"LINESTRING (2.0234116 41.3116739, 2.0234357 41.3116495, 2.0242526 41.3108209, 2.0248142 41.3102513, 2.0248713 41.3101934, 2.0253862 41.3096711, 2.0256065 41.3094503, 2.0256262 41.3094305, 2.025841 41.3092299)",,,,,
7833252095,11382671757,0,"[1227486560, 1227486561, 1107267315]",cycleway,,,False,True,16.818656855766115,,,"LINESTRING (2.0234116 41.3116739, 2.0233597 41.3116449, 2.0233227 41.3116253, 2.0232934 41.3116098, 2.0232432 41.3115919)",,,,,
7833252105,9485752939,0,1356407428,cycleway,,,False,False,2.3574180098935433,,,"LINESTRING (2.0278971 41.3102391, 2.0278745 41.3102264)",,,,,
7833252105,7524458045,0,804459233,cycleway,,,False,False,362.93827264021655,,,"LINESTRING (2.0278971 41.3102391, 2.0253251 41.3128486, 2.0253115 41.3128624)",,2,,,
7833252105,11383885233,0,"[1033852321, 804459234, 804459236, 1033855398, 1227696145, 1227609653]",cycleway,,,False,True,1020.4480161322963,,,"LINESTRING (2.0278971 41.3102391, 2.0279226 41.3102133, 2.0279772 41.3102449, 2.028175 41.3103592, 2.0284775 41.3105458, 2.028752 41.3107258, 2.0290434 41.3109414, 2.0293572 41.3111891, 2.0296437 41.3114381, 2.0298508 41.311637, 2.0308646 41.3126908, 2.0309833 41.3128134, 2.0309643 41.3129183, 2.0309439 41.3129376, 2.0308764 41.3129745, 2.0308682 41.3129789, 2.0277537 41.3146407, 2.0276981 41.3146704, 2.0276775 41.3146823, 2.0276682 41.3146873, 2.0276542 41.3146914, 2.0276412 41.3146915, 2.0276253 41.3146846, 2.0276047 41.3146707, 2.0268346 41.313862, 2.0267381 41.3137722, 2.0266739 41.3137022, 2.0266235 41.313664, 2.026584 41.3136416, 2.0265517 41.3136267, 2.0265026 41.3136105, 2.0264757 41.3135903, 2.0253836 41.3129075)",,2,yes,,
7833889427,7833889442,0,839507779,path,,,False,True,38.81055808639883,,,"LINESTRING (1.9954034 41.3122972, 1.9953826 41.3123003, 1.99519 41.3123292, 1.9951655 41.3123412, 1.9951378 41.312369, 1.9950967 41.3124124, 1.9950826 41.3124334, 1.995079 41.3124554, 1.9950899 41.3124842)",,,,,
7833889439,8426609761,0,"[839507778, 839507774]",cycleway,,,False,False,411.53072811151856,,,"LINESTRING (2.0015296 41.3143531, 2.0018321 41.3141943, 2.0020991 41.3140197, 2.002222 41.3139306, 2.0037169 41.3127391, 2.0036304 41.3126813, 2.0034976 41.3125168, 2.0025197 41.3118167, 2.0025019 41.3117193)",,,,,
7833896061,2142861651,0,204276837,cycleway,,Avinguda de la Torre-roja,False,True,434.8142482692111,,,"LINESTRING (2.0221284 41.3208113, 2.0216343 41.321187, 2.0211759 41.3215369, 2.0202842 41.3222176, 2.0195193 41.322799, 2.0185175 41.3235567, 2.0184692 41.3235932)",,9,,,
7833964862,1094360207,0,"[839518946, 839518947, 804454199]","['path', 'cycleway']",,,False,"[False, True]",555.9014372134957,,,"LINESTRING (2.0111332 41.3117437, 2.0120191 41.3122987, 2.0126664 41.3127042, 2.0126862 41.3127281, 2.0127037 41.3127642, 2.0127152 41.3128179, 2.0127122 41.3128696, 2.0126783 41.3129212, 2.0126536 41.3129489, 2.0127279 41.3129906, 2.0128104 41.3130379, 2.0128987 41.3129556, 2.0129173 41.3129445, 2.0129709 41.3129417, 2.0130161 41.3129535, 2.0144048 41.3137337, 2.0144982 41.3137861, 2.0145211 41.3138176, 2.0145208 41.3138506, 2.0144566 41.3139444, 2.0135805 41.314949, 2.0137231 41.31501)",2,,,,
7834011317,8346945905,0,"[804468968, 1227609651, 898160997]",cycleway,,,False,False,276.68946145427054,,,"LINESTRING (2.023227 41.3150372, 2.0245439 41.3136955, 2.0250986 41.3131199, 2.0252058 41.3131109, 2.0252303 41.3130874)",,,,,
7834011317,245491934,0,804468968,cycleway,,,False,True,129.94753937688182,,,"LINESTRING (2.023227 41.3150372, 2.0231378 41.3151336, 2.0224167 41.3158673, 2.022247 41.3159235)",,,,,
7834011317,8346945915,0,839522528,cycleway,,,True,False,92.95002283535229,,,"LINESTRING (2.023227 41.3150372, 2.0233592 41.3151226, 2.0235092 41.3151784, 2.0235677 41.3152089, 2.0236313 41.3152624, 2.0237472 41.3153378, 2.0238806 41.3154354, 2.0239777 41.3154933, 2.0241096 41.3155306)",,,,,
7834021704,9688831085,0,"[154103188, 1054298149, 1054298148]",cycleway,,Avinguda de la Generalitat,False,"[False, True]",634.5540002133665,,,"LINESTRING (2.0084891 41.306505, 2.0098366 41.3065716, 2.0103452 41.306601, 2.0110897 41.3066335, 2.0111447 41.3066226, 2.0111569 41.3066488, 2.011263 41.3067559, 2.0113313 41.3067923, 2.0113999 41.3068074, 2.0114788 41.3068214, 2.0115329 41.3068295, 2.0115727 41.3068551, 2.0125144 41.3077768, 2.0125826 41.3078313, 2.01258 41.3079482, 2.0125792 41.3079867, 2.0125784 41.3080224, 2.0126412 41.308136, 2.0127658 41.3082295, 2.012889 41.3082674, 2.012982 41.3083098, 2.0130563 41.3083365, 2.013096 41.3083584, 2.0131278 41.3083736, 2.0131669 41.3084045, 2.0132273 41.308472, 2.0140784 41.3093174, 2.0141673 41.3094057)",2,2,,,
7834021704,1567770481,0,154103188,cycleway,,,False,True,294.7624519866248,,,"LINESTRING (2.0084891 41.306505, 2.0083201 41.3064966, 2.0078389 41.3065166, 2.0074741 41.3066496, 2.0067215 41.3071612, 2.0063674 41.3074594, 2.0062242 41.3075966, 2.0059023 41.3080036, 2.0058461 41.3079825)",,,,,
7834021704,1693797759,0,804452579,cycleway,,,False,True,374.716248872382,,,"LINESTRING (2.0084891 41.306505, 2.00869 41.3066605, 2.0103666 41.3079841, 2.0114005 41.3088372, 2.0114772 41.3089998)",1,,,,
7838957479,5346948499,0,"[804454808, 804453052, 804456910]",cycleway,,,False,True,776.1353073260973,,,"LINESTRING (2.0073514 41.3193039, 2.007234 41.319255, 2.007532 41.3187717, 2.0075591 41.3185299, 2.0077595 41.3184334, 2.0081288 41.317907, 2.0081001 41.3177574, 2.0083228 41.3177179, 2.0086716 41.3173901, 2.008794 41.3172688, 2.0089394 41.3171636, 2.0092841 41.3168838, 2.0093857 41.3169618, 2.0095899 41.3170211, 2.0104494 41.3175569, 2.0105191 41.317512, 2.0107545 41.3174086, 2.0128566 41.3156068, 2.0129692 41.3156926)",,,,,
8346424656,7833168260,0,839426967,cycleway,,,False,False,49.794004362045825,,,"LINESTRING (2.0160271 41.3031907, 2.0161081 41.303214, 2.0164349 41.3030625, 2.0164784 41.3030396, 2.0165348 41.3030057)",,,,,
8346442454,3088102818,0,"[898113172, 898113171, 839426971]",cycleway,,,False,"[False, True]",180.6436709085379,,,"LINESTRING (2.0198836 41.3005697, 2.0198437 41.3005411, 2.0184729 41.3016801, 2.018522 41.3017102)",,,,,
8346945905,8346947734,0,"[1227609648, 1227609650, 1227609651]",cycleway,,,False,False,17.348456917272127,,,"LINESTRING (2.0252303 41.3130874, 2.0252532 41.3130655, 2.0252865 41.3130183, 2.0253192 41.312972, 2.025337 41.3129541)",,,,,
8346945905,7834011317,0,"[804468968, 1227609651, 898160997]",cycleway,,,False,True,276.6894614542706,,,"LINESTRING (2.0252303 41.3130874, 2.0252058 41.3131109, 2.0250986 41.3131199, 2.0245439 41.3136955, 2.023227 41.3150372)",,,,,
8346945905,1672512252,0,103967429,residential,30,Avinguda del Segle XXI,True,False,199.2043839738294,,,"LINESTRING (2.0252303 41.3130874, 2.0251128 41.3130132, 2.0249764 41.312933, 2.0248033 41.3128311, 2.0245554 41.3126853, 2.0244066 41.3125977, 2.0242731 41.3125192, 2.023356 41.3119796)",,,,,
8346945907,8346945913,0,898160994,cycleway,,,False,True,8.123652797511344,,,"LINESTRING (2.0285152 41.3200014, 2.0284491 41.3199478)",,,,,
8346945913,8346945907,0,898160994,cycleway,,,False,False,8.123652797511344,,,"LINESTRING (2.0284491 41.3199478, 2.0285152 41.3200014)",,,,,
8346945913,7524556117,0,804464495,cycleway,,,False,False,188.32426924813433,,,"LINESTRING (2.0284491 41.3199478, 2.0293681 41.3192458, 2.0300317 41.3187413)",,,,,
8346945913,7524556149,0,"[1222056734, 804464495]",cycleway,,,False,True,40.48747076624483,,,"LINESTRING (2.0284491 41.3199478, 2.0283681 41.3200097, 2.0283593 41.3200146, 2.028347 41.32002, 2.0282849 41.3200209, 2.0282771 41.3200228, 2.0282426 41.3200492, 2.0282096 41.3200745, 2.0282052 41.3200832, 2.0282037 41.3201161, 2.0282001 41.3201279, 2.0281944 41.3201408, 2.0281795 41.3201565, 2.0281358 41.3201887)",,,,,
8346945915,10185571974,0,"[540714693, 1113306549]",residential,30,Passeig de la Marina,False,False,218.00650028146586,,,"LINESTRING (2.0241096 41.3155306, 2.0240239 41.3156193, 2.0238947 41.3157214, 2.0238544 41.3157532, 2.0236259 41.3159337, 2.0235686 41.315979, 2.0234473 41.3160748, 2.0229671 41.3163981, 2.0228125 41.3165022, 2.022731 41.3165612, 2.0226174 41.3166436, 2.0225462 41.3166968, 2.0223482 41.3168387, 2.0223085 41.3168675, 2.0222547 41.3169064)",2,,,,
8346945915,1200024627,0,"[1232986978, 22818685]",residential,30,Passeig de la Marina,False,True,266.95294558593275,,,"LINESTRING (2.0241096 41.3155306, 2.0241507 41.3154881, 2.0245295 41.3150961, 2.0245791 41.3150448, 2.0246965 41.3149234, 2.0249278 41.314684, 2.0250509 41.3145566, 2.0251859 41.314469, 2.0253685 41.3143504, 2.025514 41.3142754, 2.0256358 41.3142126, 2.0257236 41.3141674, 2.0262417 41.3139005, 2.0263367 41.3138515)",,,,,
8346947719,2187127500,0,97675296,residential,30,Carrer d'Eslida,True,False,1.8451808811024055,,,"LINESTRING (2.0176305 41.3214239, 2.0176147 41.3214123)",,,,,
8346947719,6640642467,0,"[1228659168, 1228659169, 706682145, 1228659172, 804471847, 1228659167]",cycleway,,,False,"[False, True]",410.6731706801114,,,"LINESTRING (2.0176305 41.3214239, 2.0182411 41.3209111, 2.0183035 41.3208561, 2.0183274 41.3208322, 2.0183456 41.320814, 2.0186974 41.3204727, 2.0188733 41.3204523, 2.0190087 41.3204211, 2.0190669 41.3204034, 2.019148 41.3203578, 2.0196236 41.3200116, 2.0198414 41.319853, 2.0201623 41.3196024, 2.0202148 41.3195613, 2.0202539 41.3195339, 2.020277 41.3195136, 2.0202985 41.3194947, 2.0203224 41.3194734, 2.0204551 41.3193749, 2.0204808 41.3193682, 2.0206281 41.3192534, 2.0207427 41.3191497, 2.0208722 41.3190339, 2.0210299 41.3188943, 2.0210602 41.3188532)",,,,,
8346947719,8346947728,0,"[1228659166, 804471847]",cycleway,,,False,True,175.7040012024799,,,"LINESTRING (2.0176305 41.3214239, 2.0175857 41.3214592, 2.0168565 41.322038, 2.0167621 41.3221199, 2.0166402 41.3222395, 2.0165108 41.3223951, 2.0163872 41.3225426, 2.0163382 41.3226032, 2.0163058 41.3226434)",,,,,
8346947724,7524556149,0,898160995,cycleway,,,False,False,8.027931839639697,,,"LINESTRING (2.0282045 41.3202392, 2.0281358 41.3201887)",,,,,
8346947727,7524556111,0,898160998,cycleway,,,False,True,7.668649168411063,,,"LINESTRING (2.0303013 41.3186329, 2.0302346 41.3185855)",,,,,
8346947728,8346947719,0,"[1228659166, 804471847]",cycleway,,,False,False,175.70400120247993,,,"LINESTRING (2.0163058 41.3226434, 2.0163382 41.3226032, 2.0163872 41.3225426, 2.0165108 41.3223951, 2.0166402 41.3222395, 2.0167621 41.3221199, 2.0168565 41.322038, 2.0175857 41.3214592, 2.0176305 41.3214239)",,,,,
8346947728,11394244985,0,"[1228659155, 1228659162, 1228659163, 1228659165, 1228659166]",cycleway,,,False,True,390.29852133194663,,,"LINESTRING (2.0163058 41.3226434, 2.0162665 41.3226915, 2.0159518 41.3230772, 2.015253 41.3239257, 2.0152352 41.3239473, 2.0152166 41.3239698, 2.0151081 41.3241008, 2.0148574 41.3244011, 2.0147521 41.3245397, 2.0146906 41.3246093, 2.0139796 41.3251167, 2.013972 41.3251337, 2.013978 41.3251514, 2.0140999 41.3252696, 2.0141061 41.3253147, 2.0141061 41.3253491, 2.0140981 41.3253801, 2.0140342 41.3254789, 2.0140278 41.3254863, 2.0140204 41.3254957, 2.0139949 41.325527)",,,,,
8346947728,5346954184,0,"[208418465, 208418469, 102841119]",tertiary,30,Avinguda dels Jocs Olímpics,False,False,51.70042465100114,,,"LINESTRING (2.0163058 41.3226434, 2.0162892 41.3226352, 2.0159562 41.3224651, 2.0159293 41.3224515, 2.0159127 41.3224435, 2.0157922 41.3223838)",,,yes,,
8346947728,1512110789,0,102841119,tertiary,30,Avinguda dels Jocs Olímpics,False,True,80.74321673659843,,,"LINESTRING (2.0163058 41.3226434, 2.016439 41.3227065, 2.0164744 41.3227233, 2.0165592 41.3227675, 2.0169923 41.3229948, 2.0171162 41.3230368)",,,,,
8346947730,7524556174,0,898160999,cycleway,,,False,True,7.56030670570933,,,"LINESTRING (2.027432 41.3208233, 2.0273639 41.3207785)",,,,,
8346947733,7524556117,0,898160993,cycleway,,,False,True,7.700746137699885,,,"LINESTRING (2.0300948 41.3187918, 2.0300317 41.3187413)",,,,,
8346947734,11383885233,0,"[1227609648, 1227609649]",cycleway,,,False,False,6.480582329918401,,,"LINESTRING (2.025337 41.3129541, 2.0253662 41.3129249, 2.0253836 41.3129075)",,2,,,
8346947734,8346945905,0,"[1227609648, 1227609650, 1227609651]",cycleway,,,False,True,17.348456917272127,,,"LINESTRING (2.025337 41.3129541, 2.0253192 41.312972, 2.0252865 41.3130183, 2.0252532 41.3130655, 2.0252303 41.3130874)",,,,,
8346947734,1200024345,0,34898121,residential,30,Avinguda del Segle XXI,True,False,121.72435753078707,,,"LINESTRING (2.025337 41.3129541, 2.0262967 41.313535, 2.0264718 41.313641)",,,,,
8346947737,7524554142,0,804466942,cycleway,,,False,True,7.786525065431661,,,"LINESTRING (2.0223489 41.3172558, 2.022423 41.3172133)",,,,,
8346947737,211319000,0,1192906929,tertiary,30,Carretera de Barcelona,False,True,17.9995636300975,,C-245,"LINESTRING (2.0223489 41.3172558, 2.0222212 41.3171254)",4,12,,,
8346947737,6640642462,0,"[1029860978, 804466941, 804466942]",cycleway,,,False,False,65.93925909694528,,,"LINESTRING (2.0223489 41.3172558, 2.0222239 41.3173135, 2.0221048 41.317711, 2.0220445 41.317704, 2.0220066 41.3176961)",,,,,
8346947737,211320732,0,"[1192906928, 1192906929, 20026878]",tertiary,30,Carretera de Barcelona,False,False,385.75218637305943,,C-245,"LINESTRING (2.0223489 41.3172558, 2.0223711 41.3172865, 2.0227019 41.317593, 2.0231324 41.3179322, 2.0232061 41.3179903, 2.0233843 41.3181248, 2.0237463 41.3183981, 2.0237684 41.3184148, 2.0239074 41.31852, 2.0241129 41.3186838, 2.0241988 41.3187432, 2.0244729 41.3189357, 2.0245631 41.3190019, 2.0246085 41.3190359, 2.0247654 41.3191533, 2.0248564 41.3192214, 2.0255258 41.3197221, 2.0255578 41.3197461)",4,12,,,
8426609761,7833889439,0,"[839507778, 839507774]",cycleway,,,False,True,411.53072811151844,,,"LINESTRING (2.0025019 41.3117193, 2.0025197 41.3118167, 2.0034976 41.3125168, 2.0036304 41.3126813, 2.0037169 41.3127391, 2.002222 41.3139306, 2.0020991 41.3140197, 2.0018321 41.3141943, 2.0015296 41.3143531)",,,,,
8711080818,9493716910,0,1054296942,cycleway,,Avinguda del Molí,False,False,250.41640016861314,,,"LINESTRING (2.0129858 41.3217186, 2.013077 41.3217115, 2.0131534 41.3217085, 2.0135736 41.3217199, 2.0140573 41.3217659, 2.0142987 41.3217971, 2.0146286 41.3218585, 2.0147728 41.3218862, 2.0148566 41.3219099, 2.0149441 41.3219608, 2.0150647 41.3219923, 2.0151567 41.3220209, 2.0153118 41.3220753, 2.0154928 41.3221586, 2.0157276 41.3222806, 2.0157125 41.322349)",2,,,,
9036217380,2209582615,0,"[210931272, 273924482, 273924499, 934269774]",cycleway,,,False,"[False, True]",1151.942513561881,,,"LINESTRING (2.0557064 41.2909805, 2.0560857 41.2908982, 2.0563926 41.2908501, 2.0566537 41.2908354, 2.056877 41.2908383, 2.057099 41.2908599, 2.0573014 41.2908923, 2.0574881 41.2909354, 2.0576069 41.2909845, 2.0577075 41.2910493, 2.057808 41.291115, 2.0578901 41.2912071, 2.0579643 41.291266, 2.0580511 41.2913243, 2.0581324 41.2913646, 2.0581933 41.2913847, 2.058269 41.2914041, 2.0583429 41.2914187, 2.0584398 41.2914187, 2.0585285 41.2914069, 2.0586014 41.2913895, 2.0586993 41.2913555, 2.0590384 41.2911799, 2.0595573 41.2909218, 2.0595781 41.2909121, 2.0598196 41.2907997, 2.0599907 41.290734, 2.060071 41.2906944, 2.060132 41.2906493, 2.0601966 41.2906056, 2.0602695 41.2905543, 2.0606556 41.2903432, 2.0608827 41.2902211, 2.0610422 41.2901409, 2.0611619 41.2900808, 2.0614888 41.2899101, 2.0615538 41.2898645, 2.0615928 41.2898331, 2.0616404 41.2897886, 2.0616881 41.2897571, 2.0618181 41.289692, 2.0631528 41.2890071, 2.0642738 41.2883971, 2.0646075 41.2882549, 2.0662961 41.2874386, 2.067321 41.2869301, 2.0673321 41.286927, 2.0673444 41.2869268, 2.0673556 41.2869291, 2.0673651 41.2869339)",,,yes,,
9036217380,9036217404,0,"[1031692352, 1031692353, 918801373]",cycleway,,,False,True,412.8162865017921,,,"LINESTRING (2.0557064 41.2909805, 2.0556687 41.2909773, 2.0555986 41.2909877, 2.0555224 41.2909812, 2.0554432 41.2909597, 2.0553594 41.2909183, 2.0553015 41.2908841, 2.0552707 41.2908523, 2.0552497 41.2908151, 2.0552339 41.2907663, 2.0552376 41.2907397, 2.0552442 41.2906923, 2.0552805 41.2905624, 2.0553192 41.2903771, 2.0552809 41.2903748, 2.0552988 41.2902177, 2.0553061 41.2899141, 2.0552861 41.2897681, 2.0552537 41.2896225, 2.0551441 41.2892301, 2.0550094 41.2888339, 2.0547626 41.2880648, 2.0547556 41.288043, 2.0547559 41.2880216, 2.0547574 41.2879838, 2.054769 41.2879425, 2.0547895 41.2879125, 2.0548105 41.2878913, 2.0548371 41.287867, 2.0548623 41.2878397, 2.054884 41.2878113, 2.0549009 41.2877869, 2.0549186 41.2877606, 2.0549474 41.2877313, 2.0549864 41.2877063, 2.0550532 41.2876835)",,,yes,,
